市（州）,县（市、区）,机构名称,机构地址,联系电话,更新时间,,
自贡市,荣县,荣县留佳中心卫生院,荣县留佳镇求雨山街213号,0813-6790120,49:17.0,,
自贡市,荣县,荣县双石中心卫生院,荣县双石镇西场街,0813-6900120,49:17.0,,
自贡市,荣县,荣县乐德中心卫生院,荣县乐德镇正东街72号,0813-6500120,49:17.0,,
自贡市,荣县,荣县长山中心卫生院,荣县长山镇滨河街151号、团结街136号,0813-6703999,49:17.0,,
自贡市,荣县,荣县高山中心卫生院,荣县高山镇五显街360号,0813-6970120,49:17.0,,
自贡市,荣县,荣县双古中心卫生院,荣县双古镇北街95号,13980227573,49:17.0,,
自贡市,荣县,荣县新桥中心卫生院,荣县新桥镇东兴街23号,0813-6600120,49:17.0,,
自贡市,荣县,荣县度佳镇卫生院,荣县度佳镇江西街116号,0813-6690073,49:17.0,,
自贡市,荣县,荣县来牟镇卫生院,荣县来牟镇南安街133号,0813－6770999,49:17.0,,
自贡市,荣县,荣县保华镇卫生院,荣县保华镇东街13号,0813-6780075,49:17.0,,
自贡市,荣县,荣县过水镇卫生院,荣县过水镇街道213号,0813-6570102,49:17.0,,
自贡市,荣县,荣县鼎新镇卫生院,荣县鼎新镇万寿街9-11号,0813-6490120,49:17.0,,
自贡市,荣县,荣县东佳镇卫生院,荣县东佳镇新生街212号,0813-6670120,49:17.0,,
自贡市,荣县,荣县河口镇卫生院,荣县河口镇北街10号,0813-6590120,49:17.0,,
自贡市,荣县,荣县望佳镇卫生院,荣县望佳镇富民巷8号,0813-6990259,49:17.0,,
自贡市,荣县,荣县观山镇卫生院,荣县观山镇西街92号、94、96、98号、八五街74、76、78、80、82、84号,0813-6891061,49:17.0,,
自贡市,荣县,荣县古文镇卫生院,荣县古文镇中心街89号,0813-6580813,49:17.0,,
自贡市,荣县,荣县铁厂镇卫生院,荣县铁厂镇古驿街51号,0813-6960022,49:17.0,,
自贡市,荣县,荣县正紫镇卫生院,荣县正紫镇街道41号,0813-6680120,49:17.0,,
自贡市,荣县,荣县古佳乡卫生院,荣县古佳乡街道,0813-6650120,49:17.0,,
自贡市,荣县,荣县复兴乡卫生院,荣县复兴乡街道47号,0813-6860120,49:17.0,,
自贡市,荣县,荣县墨林乡卫生院,荣县墨林乡街道北街1号,18181557198,49:17.0,,
自贡市,荣县,荣县东兴镇卫生院,荣县东兴镇东直街127号,0813-8670876,49:17.0,,
自贡市,荣县,荣县雷音乡卫生院,荣县雷音乡街道,0813-6640232,49:17.0,,
自贡市,荣县,荣县于佳乡卫生院,荣县于佳乡五通嘴街23号,0813-6870071,49:17.0,,
自贡市,荣县,荣县金花乡卫生院,荣县金花乡南川寺街119号,0813-6630220,49:17.0,,
自贡市,富顺县,富顺县人民医院,富顺县富世镇吉祥路490号,13990023094,49:17.0,,
自贡市,富顺县,富顺县晨光医院,富顺县富世镇晨光路182号,0813-7216720,49:17.0,,
自贡市,富顺县,富顺县中医医院,富顺县富世镇富达路116号,15228603160,49:17.0,,
自贡市,富顺县,富顺县妇幼保健院,富顺县富世镇富州大道中段267号,0813-5881167,49:17.0,,
自贡市,富顺县,富顺县精神病医院,富顺县永年镇永彭路39号,0813-7576116,49:17.0,,
自贡市,富顺县,富顺县代寺镇中心卫生院,富顺县代寺镇人民街61号,18581910446,49:17.0,,
自贡市,富顺县,富顺县狮市镇中心卫生院,富顺县狮市镇狮回路108号,15983190413,49:17.0,,
自贡市,富顺县,富顺县赵化镇中心卫生院,富顺县赵化镇正街39号,15808215230,49:17.0,,
自贡市,富顺县,富顺县永年镇中心卫生院,富顺县永年镇建设街72号,18882014692,49:17.0,,
自贡市,富顺县,富顺县童寺镇中心卫生院,富顺县童寺镇童赵路84号,18990032080,49:17.0,,
自贡市,富顺县,富顺县板桥镇中心卫生院,富顺县板桥镇天台路20号,13881425998,49:17.0,,
自贡市,富顺县,富顺县怀德镇中心卫生院,四川省富顺县怀德镇民主街36号,15181407116,49:17.0,,
自贡市,富顺县,富顺县邓井关街道社区卫生服务中心,富顺县富世镇邓井关社区建设巷7号,18990041056,49:17.0,,
自贡市,富顺县,富顺县东湖街道社区卫生服务中心,富顺县东湖街道东湖路91号附2号,13350678259,49:17.0,,
自贡市,富顺县,富顺县福善镇卫生院,富顺县福善镇街村,13890001688,49:17.0,,
自贡市,富顺县,富顺县古佛镇卫生院,富顺县古佛镇街村131号,13649024638,49:17.0,,
自贡市,富顺县,富顺县安溪镇卫生院,富顺县安溪建设街45号,13541660012,49:17.0,,
自贡市,富顺县,富顺县兜山镇卫生院,富顺县兜山镇街村,15700482713,49:17.0,,
自贡市,富顺县,富顺县李桥镇卫生院,富顺县李桥镇街村40号,0813-7674120,49:17.0,,
自贡市,富顺县,富顺县龙万乡卫生院,富顺县龙万乡万坳街村中心街63号,13990002544,49:17.0,,
自贡市,富顺县,富顺县长滩镇卫生院,富顺县长滩镇新街82号,15892232837,49:17.0,,
自贡市,富顺县,富顺县骑龙镇卫生院,富顺县骑龙镇光明路12号,18280746818,49:17.0,,
自贡市,富顺县,富顺县琵琶镇卫生院,富顺县琵琶镇街村4组,13547383950,49:17.0,,
自贡市,富顺县,富顺县飞龙镇卫生院,富顺县飞龙镇新文村7组(黄泥碥）,18188499167,49:17.0,,
自贡市,富顺县,富顺爱心医院,富顺县富世镇交通路18号,0813-7106120,49:17.0,,
自贡市,富顺县,富顺济民医院,富顺县龙万乡月亮村4组、10组,18990049216,49:17.0,,
自贡市,富顺县,富顺群康医院,富顺县富世镇釜江大道中段87号,15181302529,49:17.0,,
自贡市,富顺县,富顺西区医院,富顺县富州大道西段2号,0813-3250120,49:17.0,,
自贡市,富顺县,富顺华英医院,富顺县富世镇釜江大道东段741号,0813-7211120,49:17.0,,
自贡市,富顺县,富顺新区医院,富顺县富世镇富州大道中段211号,13096016525,49:17.0,,
自贡市,富顺县,富顺毛桥医院,富顺县安溪镇毛桥正街95号,17748735120,49:17.0,,
自贡市,富顺县,富顺博爱医院,富顺县富世镇釜江大道西段294号和302号,13890030890,49:17.0,,
自贡市,富顺县,富顺鸽王护理院,富顺县富世镇陈家院巷1号,18882033808,49:17.0,,
自贡市,富顺县,富顺大生堂医院,富顺县富世镇釜江大道中段3号,15181325215,49:17.0,,
自贡市,富顺县,富顺福民中医医院,富顺县骑龙镇井坝村十四组,13340809455,49:17.0,,
自贡市,富顺县,富顺侨兴医院,富顺县富世镇大巷子街175号,0813-5658120,49:17.0,,
自贡市,富顺县,富顺众信医院,富顺县富世镇顺城街83号、85号,13890013619,49:17.0,,
自贡市,富顺县,自贡崇光眼科医院,富顺县瑞祥商贸城8号楼,17383436271,49:17.0,,
自贡市,高新区,丹桂街社区卫生服务中心,华园街238号,13990041002,49:17.0,,
自贡市,高新区,学苑街社区卫生服务中心,自流井区学苑街道汇东路春天花园二楼,0813-8266627,49:17.0,,
自贡市,高新区,园丁苑社区卫生服务站,自贡汇东新区文化路汇丰苑1层,18190243386,49:17.0,,
自贡市,高新区,红旗乡卫生院,兴川南街269,15284820120,49:17.0,,
自贡市,高新区,明珠社区卫生服务站,丹桂大街670号,13990085789,49:17.0,,
自贡市,高新区,卫坪镇中心卫生院,自贡市沿滩区卫坪镇沙沙坪街115号,13990012921,49:17.0,,
自贡市,高新区,自贡新区医院,自贡市汇东路1186号,13990068624,49:17.0,,
自贡市,高新区,交通苑社区卫生服务站,自贡高新区丹桂街汇兴路296号,"1,890,900,193,313,990,000,000",49:17.0,,
自贡市,高新区,自贡福世光明医院,自贡市高新区汇东路西段858号,13990071133，（0813-5900120）,49:17.0,,
自贡市,高新区,自贡康立耳鼻喉医院,自贡市高新区汇东路364号,15309003211,49:17.0,,
攀枝花市,东区,攀枝花市中心医院,攀枝花市东区攀枝花大道中段益康街 34号,0812-2238148,49:17.0,,
攀枝花市,东区,攀枝花市中西医结合医院,四川省攀枝花市东区炳草岗桃源街 27号,0812-2213113,49:17.0,,
攀枝花市,东区,攀钢集团总医院,攀枝花市东区长寿路,攀枝花市东区瓜子坪,0812-3396380,0812-3383723,49:17.0
攀枝花市,东区,中国十九冶集团有限公司职工医院,攀枝花市东区弄弄坪中路187号,0812-3113098,49:17.0,,
攀枝花市,西区,攀枝花市第二人民医院,攀枝花市西区苏铁中路183号,13808141513,49:17.0,,
攀枝花市,西区,攀枝花煤业（集团）有限责任公司总医院,攀枝花市西区陶家渡,0812-5996282,49:17.0,,
攀枝花市,仁和区,攀枝花市仁和区人民医院,攀枝花市大道南段1203号,0812-5109208,49:17.0,,
攀枝花市,仁和区,攀枝花市第四人民医院,攀枝花市仁和区攀枝花大道南段1685号,0812-2273620,49:17.0,,
攀枝花市,仁和区,攀枝花市第三人民医院,攀枝花市仁和区云康路18号,187 8239 9355,49:17.0,,
攀枝花市,米易县,米易县人民医院,米易县攀莲镇河熙北路39#,0812-6376304,49:17.0,,
攀枝花市,米易县,米易县中医医院,米易县攀莲镇南街95号,0812-8201939,49:17.0,,
攀枝花市,盐边县,盐边县人民医院,盐边县桐子林镇西环北路117#,0812-8659707,49:17.0,,
攀枝花市,盐边县,盐边县中医院,盐边县渔门镇桑云街15号,13982311561,49:17.0,,
攀枝花市,盐边县,盐边县第二人民医院,盐边县红格镇红格街264号,0812-8781120,49:17.0,,
泸州市,江阳区,西南医科大学附属医院（忠山院区）,江阳区太平街25号,0830-3165837,49:17.0,,
泸州市,江阳区,泸州市人民医院(沙茜院区),江阳区酒谷大道二段316号,18181161104,49:17.0,,
泸州市,江阳区,泸州市中医医院,江阳南路11号,18015757799,49:17.0,,
泸州市,江阳区,泸州石油医院,江阳区蓝田坝华油路2号,18383044695,49:17.0,,
泸州市,龙马潭区,西南医科大学附属中医医院,泸州市龙马潭区春晖路182号,0930-2523333,49:17.0,,
泸州市,龙马潭区,龙马潭区中医医院,龙马潭区春雨路4号,0830-2521704,49:17.0,,
泸州市,龙马潭区,龙马潭区人民医院,龙马潭区石洞观音堡路2号,0830-2602561,49:17.0,,
泸州市,龙马潭区,龙马潭区第二人民医院,龙马潭区高坝工人路113号,0830-2796843,49:17.0,,
泸州市,龙马潭区,市妇幼保健院,泸州市龙马潭区龙马大道3段13号（龙马潭区政府旁）,0830-3252275,49:17.0,,
泸州市,龙马潭区,龙马潭区妇幼保健院,泸州市龙马潭区银带路6号（西南商贸城万达广场旁）,0830-2994450,49:17.0,,
泸州市,纳溪区,纳溪区人民医院,纳溪区人民东路219号,0830-4257595,49:17.0,,
泸州市,纳溪区,纳溪区中医医院,纳溪区云溪西路一段22号,0830-4211707,49:17.0,,
泸州市,纳溪区,纳溪区第二人民医院,泸州市纳溪区护国镇永宁街168号,0830-4892483,49:17.0,,
泸州市,纳溪区,泸天化医院,纳溪区安富街道泸天化厂区63号,0830-4122503,49:17.0,,
泸州市,泸县,泸县人民医院,泸县龙脑大道628号,18982750778,49:17.0,,
泸州市,泸县,泸县第二人民医院,泸县玄滩镇商业街西段151号,18113552525,49:17.0,,
泸州市,泸县,泸县中医医院,云锦镇锦绣路18号,18982725309,49:17.0,,
泸州市,合江县,合江县人民医院,合江镇荔乡路546号,13982420652,49:17.0,,
泸州市,合江县,合江县中医医院,合江镇建设路中段100号、县城西扩新区迎宾大道北侧佳荔路东侧,13330785122,49:17.0,,
泸州市,叙永县,叙永县人民医院,叙永镇宝珠街公园巷9号,18015755699,49:17.0,,
泸州市,叙永县,叙永县中医医院,叙永县叙永镇环城大道129号,0830-6222001,49:17.0,,
泸州市,古蔺县,古蔺县人民医院,古蔺县东新街马厂头1号,15881954738,49:17.0,,
泸州市,古蔺县,古蔺县中医医院,古蔺县落鸿路56号,18008227288,49:17.0,,
德阳市,旌阳区,德阳市人民医院,德阳市旌阳区泰山北路一段173号,19981653302,49:17.0,,
德阳市,旌阳区,德阳市第二人民医院,德阳市旌阳区岷江西路一段340号,13890288916,49:17.0,,
德阳市,旌阳区,德阳市中西医结合医院,德阳市旌阳区天山南路159号,13778243753,49:17.0,,
德阳市,旌阳区,德阳第五医院,德阳市旌阳区华山北路531号,0838-2304675,49:17.0,,
德阳市,旌阳区,德阳市第六人民医院,德阳市旌阳区庐山南路3段-35号,0838-2910999,49:17.0,,
德阳市,旌阳区,旌阳区中医院,德阳市旌阳区华山北路169号,0838-2821031,49:17.0,,
德阳市,旌阳区,旌阳区妇幼保健院,德阳市旌阳区庐山南路63号,0838-2506079,49:17.0,,
德阳市,罗江区,罗江区人民医院,德阳市罗江区万安镇万安南路286号,15984917907,49:17.0,,
德阳市,罗江区,罗江区中医院,德阳市罗江区工业园区麓峰南路103号,13518265432,49:17.0,,
德阳市,罗江区,罗江区妇幼保健院,德阳市罗江区万安镇景乐南路37号,13118132793,49:17.0,,
德阳市,广汉市,广汉市人民医院,德阳市广汉市雒城镇汉口路二段75号,13658163669,49:17.0,,
德阳市,广汉市,广汉市中医医院,德阳市广汉市东西大街西二段147号,13990283532,49:17.0,,
德阳市,广汉市,广汉市妇幼保健院,德阳市广汉市衡阳路一段28号,13698188609,49:17.0,,
德阳市,广汉市,广汉骨科医院,德阳市广汉市中山大道南二段1号,13698180208,49:17.0,,
德阳市,什邡市,什邡市人民医院,德阳市什邡市方亭镇安康路6号,0838-8209460,49:17.0,,
德阳市,什邡市,什邡市中医医院,德阳市什邡市西顺城街207号,0838-5963472,49:17.0,,
德阳市,什邡市,什邡市妇幼保健院,德阳市什邡市永正西街40号,18981010799,49:17.0,,
德阳市,什邡市,什邡第二医院,德阳市什邡市方亭东顺城街41号,0838-8235461,49:17.0,,
德阳市,绵竹市,绵竹市妇幼保健计划生育服务中心,德阳市绵竹市剑南镇洗墨池街171号,18881067120,49:17.0,,
德阳市,绵竹市,绵竹市第二人民医院,德阳市绵竹市汉旺镇汉霞路1号,0838-6318412,49:17.0,,
德阳市,绵竹市,绵竹市肛肠专科医院,德阳市绵竹市瑞祥横街77号,17369036261,49:17.0,,
德阳市,绵竹市,绵竹市人民医院,德阳市绵竹市南京大道一段268号,15983849559,49:17.0,,
德阳市,绵竹市,绵竹市中医医院,德阳市绵竹市天河路60号,0838-6250120,49:17.0,,
德阳市,绵竹市,绵竹市第二中医医院,德阳市绵竹市富新镇全向街58号,0838-6403149,49:17.0,,
德阳市,绵竹市,绵竹市精神病医院,德阳市绵竹市孝德凉水井村5组,15181082916,49:17.0,,
德阳市,绵竹市,绵竹仁爱医院,德阳市绵竹市苏绵大道中段33号,0838-6100632,49:17.0,,
德阳市,中江县,中江县人民医院,德阳市中江县凯江镇大北街96号,13698198623,49:17.0,,
德阳市,中江县,中江县中医医院,德阳市中江县浩淼大道818号,13990208488,49:17.0,,
德阳市,中江县,中江县妇幼保健院,德阳市中江县一环路东段1号,13778206387,49:17.0,,
德阳市,中江县,中江县精神病医院,德阳市中江县南华镇团结村1组,0838-6667120,49:17.0,,
德阳市,中江县,中江县第二人民医院,德阳市中江县仓山镇罗桂路61号,18728046089,0838-7601009,49:17.0,
德阳市,中江县,中江县第四人民医院,德阳市中江县龙台镇长安路97号,13096432557,49:17.0,,
绵阳市,涪城区,绵阳市中心医院,绵阳市涪城区常家巷,18081208287,49:17.0,,
绵阳市,涪城区,四川绵阳四0四医院,绵阳市涪城区跃进路56号,0816-2338715,13608116000,49:17.0,
